driver,time,lapNum,s1,s2,s3,spI1,spI2,SpeedFL,spst,isPB,compound,tyrelife,isFresh,Stint,trackStatus,isAccurate,season,round
33,90.577,8,28.648,39.201,22.728,244.0,268.0,286.0,317.0,True,SOFT,2.0,True,4,1,True,2021,1
44,91.316,8,28.722,39.801,22.793,239.0,264.0,290.0,320.0,True,SOFT,2.0,True,3,1,True,2021,1
10,91.583,9,28.951,39.68,22.951999999999998,242.0,270.0,289.0,321.0,True,SOFT,2.0,True,3,1,True,2021,1
77,91.855,12,28.982,39.931,22.942,235.0,260.0,289.0,320.0,True,SOFT,2.0,True,3,1,True,2021,1
11,91.908,9,29.106,40.01,22.792,242.0,267.0,288.0,317.0,True,SOFT,2.0,True,3,1,True,2021,1
55,92.108,9,29.186,39.885,23.037,240.0,265.0,289.0,317.0,True,MEDIUM,2.0,True,4,1,True,2021,1
7,92.224,11,29.007,39.995,23.222,240.0,266.0,286.0,319.0,True,SOFT,2.0,True,4,1,True,2021,1
31,92.423,8,29.195,40.09,23.138,240.0,267.0,286.0,319.0,True,SOFT,2.0,True,2,1,True,2021,1
18,92.431,12,29.119,39.997,23.315,241.0,262.0,291.0,321.0,True,SOFT,2.0,True,3,1,True,2021,1
3,92.477,7,29.147,40.097,23.233,241.0,267.0,290.0,324.0,True,SOFT,2.0,True,2,1,True,2021,1
16,92.482,10,29.215,40.216,23.051,242.0,266.0,291.0,318.0,True,MEDIUM,2.0,True,2,1,True,2021,1
99,92.5,9,28.972,40.144,23.384,242.0,267.0,292.0,326.0,True,SOFT,2.0,True,4,1,True,2021,1
22,92.709,11,29.357,40.137,23.215,241.0,267.0,287.0,321.0,True,SOFT,3.0,True,4,1,True,2021,1
5,92.755,11,29.333,40.194,23.228,240.0,265.0,286.0,319.0,True,SOFT,2.0,True,3,1,True,2021,1
14,92.82,12,29.247,40.273,23.3,239.0,266.0,288.0,322.0,True,SOFT,2.0,True,4,1,True,2021,1
4,92.86,7,29.501,40.055,23.304,242.0,268.0,289.0,321.0,True,SOFT,2.0,True,2,1,True,2021,1
63,93.323,8,29.361,40.72,23.242,237.0,261.0,291.0,324.0,True,SOFT,2.0,True,3,1,True,2021,1
47,93.422,9,29.424,40.435,23.563,238.0,265.0,288.0,320.0,True,SOFT,2.0,True,3,1,True,2021,1
9,93.622,9,29.576,40.649,23.397,241.0,264.0,289.0,317.0,True,SOFT,9.0,False,2,1,True,2021,1
6,93.959,10,29.631,40.949,23.379,232.0,260.0,289.0,321.0,True,SOFT,2.0,True,5,1,True,2021,1
33,74.958,12,24.041,25.836,25.081,232.0,258.0,281.0,288.0,True,SOFT,2.0,True,4,1,True,2021,2
4,75.414,12,23.917,26.06,25.437,234.0,257.0,282.0,284.0,True,SOFT,4.0,True,3,1,True,2021,2
44,75.515,9,24.037,26.134,25.344,231.0,256.0,282.0,288.0,True,SOFT,2.0,True,3,1,True,2021,2
11,75.551,15,24.088,26.052,25.411,232.0,259.0,283.0,287.0,True,SOFT,5.0,False,5,1,True,2021,2
16,75.738,10,24.302,26.065,25.371,232.0,259.0,281.0,290.0,True,SOFT,2.0,True,2,1,True,2021,2
10,75.89,10,24.282,26.28,25.328,230.0,260.0,283.0,289.0,True,MEDIUM,10.0,False,2,1,True,2021,2
55,75.908,12,24.362,26.111,25.435,228.0,258.0,279.0,288.0,True,SOFT,4.0,True,3,1,True,2021,2
77,75.908,11,24.213,26.243,25.452,230.0,257.0,279.0,282.0,True,SOFT,3.0,True,3,1,True,2021,2
14,76.186,13,24.405,26.37,25.411,231.0,259.0,282.0,287.0,True,SOFT,4.0,True,2,1,True,2021,2
31,76.228,10,24.443,26.406,25.379,223.0,260.0,283.0,294.0,True,SOFT,2.0,True,2,1,True,2021,2
22,76.23,18,24.382,26.297,25.551,229.0,258.0,279.0,286.0,True,SOFT,6.0,True,4,1,True,2021,2
18,76.245,16,24.3,26.252,25.693,230.0,257.0,280.0,287.0,True,SOFT,5.0,True,4,1,True,2021,2
3,76.253,12,24.235,26.233,25.785,231.0,257.0,280.0,284.0,True,SOFT,6.0,True,2,2,True,2021,2
5,76.389,13,24.366,26.438,25.585,231.0,257.0,284.0,288.0,True,SOFT,2.0,True,4,1,True,2021,2
63,76.427,13,24.176,26.469,25.782,233.0,259.0,283.0,285.0,True,SOFT,4.0,True,3,1,True,2021,2
47,76.448,18,24.627,26.298,25.523,230.0,258.0,281.0,290.0,True,SOFT,4.0,True,3,1,True,2021,2
6,76.537,8,24.272,26.492,25.773,226.0,261.0,283.0,288.0,True,SOFT,4.0,True,2,2,True,2021,2
99,76.612,12,24.499,26.486,25.627,223.0,256.0,282.0,287.0,True,SOFT,2.0,True,3,1,True,2021,2
7,76.803,14,24.344,26.673000000000002,25.786,227.0,257.0,283.0,286.0,True,SOFT,4.0,True,3,1,True,2021,2
9,77.398,17,24.886,26.635,25.877,220.0,259.0,283.0,291.0,True,SOFT,2.0,True,3,1,True,2021,2
33,78.489,16,22.619,30.194,25.676,289.0,189.0,289.0,311.0,True,SOFT,6.0,True,3,1,True,2021,3
44,78.725,15,22.733,30.123,25.869,283.0,193.0,292.0,310.0,True,SOFT,4.0,True,4,1,True,2021,3
77,78.82,13,22.928,30.171,25.721,283.0,188.0,294.0,307.0,True,SOFT,3.0,True,4,1,True,2021,3
11,78.84,10,22.825,30.264,25.751,287.0,195.0,297.0,313.0,True,SOFT,5.0,True,2,2,True,2021,3
31,78.86,12,22.908,30.291,25.661,287.0,194.0,295.0,318.0,True,SOFT,4.0,True,2,1,True,2021,3
16,79.001,8,22.949,30.414,25.638,285.0,187.0,292.0,309.0,True,SOFT,8.0,True,1,2,True,2021,3
55,79.05,20,22.934,30.371,25.745,285.0,190.0,290.0,310.0,True,SOFT,9.0,True,3,1,True,2021,3
4,79.272,12,22.89,30.403,25.979,288.0,195.0,288.0,308.0,True,SOFT,3.0,True,3,1,True,2021,3
10,79.374,19,22.92,30.455,25.999,288.0,194.0,293.0,312.0,True,SOFT,7.0,True,3,1,True,2021,3
7,79.415,13,23.013,30.497,25.905,284.0,193.0,288.0,312.0,True,SOFT,2.0,True,3,1,True,2021,3
22,79.485,20,22.911,30.345,26.229,288.0,193.0,294.0,312.0,True,SOFT,8.0,True,4,1,True,2021,3
3,79.582,12,22.987,30.593,26.002,285.0,189.0,290.0,310.0,True,SOFT,3.0,True,3,1,True,2021,3
99,79.588,16,22.977,30.58,26.031,287.0,193.0,293.0,315.0,True,SOFT,6.0,True,3,1,True,2021,3
14,79.949,5,23.269,30.654,26.026,282.0,191.0,290.0,310.0,True,MEDIUM,5.0,True,1,1,True,2021,3
47,80.033,17,23.253,30.498,26.282,284.0,189.0,290.0,313.0,True,SOFT,3.0,True,3,1,True,2021,3
18,80.09,7,23.235,30.655,26.2,286.0,189.0,286.0,310.0,True,MEDIUM,6.0,True,2,1,True,2021,3
63,80.127,14,22.961,31.002,26.164,288.0,193.0,292.0,317.0,True,SOFT,6.0,True,3,1,True,2021,3
5,80.214,6,23.259,30.84,26.115,284.0,186.0,289.0,310.0,True,MEDIUM,5.0,True,2,1,True,2021,3
6,80.681,4,23.454,30.949,26.278,284.0,187.0,291.0,312.0,True,SOFT,4.0,True,1,1,True,2021,3
9,80.69,17,23.254,30.984,26.452,282.0,182.0,286.0,312.0,True,SOFT,2.0,True,3,1,True,2021,3
33,77.835,9,21.997,29.029,26.809,284.0,305.0,281.0,313.0,True,SOFT,2.0,True,4,1,True,2021,4
44,78.07,11,22.183,29.211,26.676,280.0,300.0,279.0,310.0,True,SOFT,5.0,False,4,1,True,2021,4
16,78.308,8,22.104,29.207,26.997,282.0,300.0,282.0,309.0,True,SOFT,2.0,True,3,1,True,2021,4
55,78.41,10,22.199,29.32,26.891,281.0,302.0,279.0,307.0,True,SOFT,2.0,True,3,1,True,2021,4
77,78.423,2,22.231,29.289,26.903,278.0,299.0,282.0,308.0,True,SOFT,2.0,True,1,1,True,2021,4
4,78.494,10,22.103,29.5,26.891,276.0,300.0,283.0,310.0,True,SOFT,3.0,True,2,1,True,2021,4
10,78.535,15,22.242,29.398,26.895,282.0,303.0,281.0,307.0,True,SOFT,5.0,True,3,1,True,2021,4
3,78.582,16,22.038,29.429,27.115,279.0,307.0,281.0,313.0,True,SOFT,2.0,True,5,1,True,2021,4
7,78.597,11,21.997,29.547,27.053,284.0,300.0,281.0,317.0,True,SOFT,2.0,True,3,1,True,2021,4
11,78.606,11,22.245,29.29,27.071,285.0,302.0,282.0,310.0,True,SOFT,2.0,True,3,2,True,2021,4
14,78.662,14,22.09,29.453,27.119,279.0,299.0,281.0,317.0,True,SOFT,2.0,True,3,1,True,2021,4
22,78.673,14,22.24,29.271,27.162,283.0,305.0,281.0,310.0,True,SOFT,2.0,True,3,2,True,2021,4
31,78.7,10,22.213,29.399,27.088,277.0,299.0,282.0,314.0,True,SOFT,2.0,True,3,1,True,2021,4
18,78.877,11,22.342,29.521,27.014,276.0,301.0,278.0,310.0,True,SOFT,2.0,True,2,1,True,2021,4
63,79.005,9,22.215,29.636,27.154,284.0,301.0,282.0,313.0,True,SOFT,2.0,True,4,1,True,2021,4
99,79.214,11,22.062,29.661,27.491,287.0,304.0,286.0,319.0,True,SOFT,2.0,True,3,1,True,2021,4
5,79.363,11,22.432,29.627,27.304,280.0,303.0,279.0,308.0,True,SOFT,2.0,True,2,1,True,2021,4
6,79.392,9,22.431,29.872,27.089,279.0,300.0,278.0,310.0,True,SOFT,2.0,True,4,1,True,2021,4
47,79.999,10,22.536,29.905,27.558,284.0,300.0,284.0,318.0,True,SOFT,2.0,True,3,2,True,2021,4
9,80.237,10,22.57,30.059,27.608,281.0,301.0,281.0,313.0,True,SOFT,2.0,True,3,2,True,2021,4
33,71.294,16,18.74,33.516,19.038,222.0,201.0,270.0,280.0,True,SOFT,5.0,True,2,1,True,2021,5
55,71.341,21,18.76,33.585,18.996,221.0,203.0,270.0,278.0,True,SOFT,5.0,True,3,2,True,2021,5
16,71.552,23,18.868,33.613,19.071,221.0,205.0,268.0,279.0,True,SOFT,6.0,False,4,1,True,2021,5
77,71.765,19,18.907,33.652,19.206,221.0,202.0,271.0,277.0,True,SOFT,7.0,False,3,1,True,2021,5
11,71.817,17,18.946,33.714,19.157,219.0,204.0,269.0,281.0,True,SOFT,5.0,True,3,1,True,2021,5
4,71.988,16,19.075,33.767,19.146,221.0,201.0,270.0,277.0,True,SOFT,4.0,True,2,2,True,2021,5
44,72.02,7,18.925,33.74,19.355,221.0,204.0,266.0,277.0,True,SOFT,7.0,True,1,1,True,2021,5
7,72.298,16,19.063,33.975,19.26,219.0,204.0,268.0,277.0,True,SOFT,4.0,True,2,2,True,2021,5
10,72.357,26,19.218,33.739,19.4,220.0,198.0,267.0,280.0,True,SOFT,10.0,False,4,1,True,2021,5
5,72.537,20,19.144,34.051,19.342,217.0,202.0,267.0,275.0,True,SOFT,7.0,False,3,1,True,2021,5
99,72.539,15,19.183,34.181,19.175,219.0,200.0,270.0,282.0,True,SOFT,4.0,True,2,1,True,2021,5
18,72.7,16,19.216,34.274,19.21,217.0,200.0,269.0,278.0,True,SOFT,4.0,True,2,2,True,2021,5
3,72.959,19,19.179,34.276,19.504,214.0,204.0,270.0,280.0,True,SOFT,6.0,True,2,2,True,2021,5
47,73.139,19,19.397,34.24,19.502,215.0,200.0,267.0,278.0,True,SOFT,5.0,True,3,1,True,2021,5
14,73.329,9,19.356,34.206,19.767,217.0,200.0,267.0,275.0,True,SOFT,9.0,False,2,1,True,2021,5
9,73.39,11,19.583,34.337,19.47,214.0,199.0,265.0,275.0,True,SOFT,6.0,True,2,1,True,2021,5
63,73.447,25,19.42,34.429,19.598,,203.0,266.0,276.0,True,SOFT,10.0,False,4,1,True,2021,5
6,73.475,18,19.276,34.706,19.493,210.0,198.0,267.0,274.0,True,SOFT,2.0,True,2,1,True,2021,5
22,73.522,16,19.383,34.343,19.796,215.0,198.0,269.0,281.0,True,SOFT,16.0,True,1,1,True,2021,5
31,73.614,8,19.668,34.353,19.593,213.0,198.0,263.0,272.0,True,SOFT,8.0,True,1,1,True,2021,5
10,102.251,14,35.785,40.884,25.582,236.0,240.0,326.0,310.0,True,SOFT,7.0,True,2,1,True,2021,6
11,102.595,13,35.854,41.406,25.335,218.0,236.0,330.0,315.0,True,SOFT,4.0,True,2,1,True,2021,6
44,102.697,13,36.06,41.483,25.154,230.0,227.0,329.0,325.0,True,SOFT,3.0,True,3,1,True,2021,6
16,102.778,11,35.861,41.162,25.755,231.0,232.0,325.0,309.0,True,SOFT,4.0,True,2,1,True,2021,6
55,103.006,14,36.126,41.187,25.693,235.0,236.0,321.0,312.0,True,SOFT,7.0,False,4,1,True,2021,6
4,103.011,14,36.057,41.102,25.852,232.0,227.0,323.0,308.0,True,SOFT,4.0,True,3,1,True,2021,6
14,103.08,11,36.004,41.635,25.441,221.0,231.0,331.0,312.0,True,SOFT,4.0,True,3,1,True,2021,6
22,103.244,12,36.075,41.42,25.749,234.0,233.0,325.0,308.0,True,SOFT,4.0,True,2,2,True,2021,6
31,103.294,10,36.039,41.777,25.478,224.0,225.0,333.0,313.0,True,SOFT,4.0,True,2,1,True,2021,6
3,103.557,11,36.376,41.82,25.361,220.0,229.0,330.0,313.0,True,SOFT,2.0,True,2,2,True,2021,6
5,103.585,11,36.42,41.595,25.57,220.0,225.0,329.0,312.0,True,SOFT,4.0,True,3,1,True,2021,6
18,103.682,6,36.698,41.714,25.27,223.0,216.0,338.0,316.0,True,SOFT,6.0,False,2,1,True,2021,6
77,103.745,14,36.18,41.78,25.785,227.0,243.0,324.0,306.0,True,SOFT,4.0,True,3,1,True,2021,6
7,103.826,12,36.1,42.157,25.569,219.0,237.0,328.0,315.0,True,SOFT,4.0,True,3,1,True,2021,6
33,103.984,4,36.704,41.8,25.48,212.0,222.0,327.0,314.0,True,HARD,4.0,True,1,1,True,2021,6
6,104.054,9,36.672,41.948,25.434,221.0,215.0,328.0,314.0,True,SOFT,2.0,True,2,1,True,2021,6
99,104.113,5,36.731,42.095,25.287,218.0,223.0,327.0,317.0,True,SOFT,5.0,False,2,1,True,2021,6
63,104.434,10,36.704,42.243,25.487,217.0,218.0,331.0,313.0,True,SOFT,3.0,True,4,2,True,2021,6
47,105.282,11,36.967,42.239,26.076,207.0,202.0,323.0,306.0,True,SOFT,2.0,True,4,2,True,2021,6
9,105.711,4,37.082,42.796,25.833,221.0,226.0,323.0,308.0,True,SOFT,4.0,True,1,1,True,2021,6
33,91.3,10,22.874,27.635,40.791,121.0,281.0,301.0,321.0,True,SOFT,3.0,False,4,1,True,2021,7
77,92.047,8,22.832,27.932,41.283,122.0,273.0,297.0,317.0,True,SOFT,2.0,True,3,1,True,2021,7
55,92.195,10,22.972,27.954,41.269,121.0,276.0,295.0,317.0,True,SOFT,2.0,True,3,1,True,2021,7
11,92.238,9,23.038,27.931,41.269,116.0,284.0,304.0,322.0,True,SOFT,3.0,False,3,1,True,2021,7
44,92.266,8,22.904,28.012,41.35,123.0,273.0,296.0,317.0,True,SOFT,2.0,True,3,1,True,2021,7
4,92.336,10,22.942,28.062,41.332,117.0,274.0,299.0,315.0,True,SOFT,2.0,True,3,1,True,2021,7
14,92.624,10,23.056,28.008,41.56,119.0,275.0,297.0,321.0,True,SOFT,2.0,True,3,1,True,2021,7
31,92.681,10,22.974,27.948,41.759,119.0,276.0,299.0,325.0,True,SOFT,2.0,True,2,1,True,2021,7
10,92.707,11,22.968,28.172,41.567,116.0,276.0,301.0,318.0,True,SOFT,2.0,True,3,1,True,2021,7
3,92.759,9,23.059,28.172,41.528,121.0,272.0,299.0,314.0,True,SOFT,2.0,True,2,1,True,2021,7
16,92.82,9,23.007,28.07,41.743,122.0,278.0,294.0,317.0,True,SOFT,2.0,True,3,1,True,2021,7
99,93.017,11,23.054,28.12,41.843,115.0,277.0,300.0,321.0,True,SOFT,2.0,True,4,1,True,2021,7
18,93.051,11,23.19,28.05,41.811,117.0,274.0,296.0,320.0,True,SOFT,2.0,True,2,1,True,2021,7
5,93.2,16,23.241,28.065,41.894,121.0,274.0,298.0,318.0,True,SOFT,5.0,True,2,1,True,2021,7
7,93.328,11,23.115,28.251,41.962,109.0,275.0,297.0,318.0,True,SOFT,2.0,True,3,1,True,2021,7
63,93.364,10,23.258,28.191,41.915,124.0,273.0,298.0,318.0,True,SOFT,2.0,True,2,1,True,2021,7
22,93.424,12,23.146,28.34,41.938,114.0,276.0,299.0,317.0,True,SOFT,2.0,True,2,1,True,2021,7
6,93.584,10,23.381,28.196,42.007,119.0,274.0,299.0,322.0,True,SOFT,2.0,True,3,1,True,2021,7
47,94.143,10,23.699,28.341,42.103,118.0,275.0,302.0,319.0,True,SOFT,4.0,True,2,1,True,2021,7
9,94.642,7,23.656,28.529,42.457,117.0,273.0,299.0,320.0,True,SOFT,2.0,True,2,1,True,2021,7
44,64.369,10,16.273,28.543,19.553,313.0,250.0,284.0,310.0,True,SOFT,2.0,True,3,1,True,2021,8
33,64.573,10,16.434,28.596,19.543,317.0,247.0,284.0,314.0,True,SOFT,2.0,True,5,1,True,2021,8
77,64.832,15,16.368,28.706,19.758,315.0,250.0,284.0,313.0,True,SOFT,2.0,True,4,1,True,2021,8
11,65.026,15,16.568,28.725,19.733,313.0,247.0,284.0,310.0,True,SOFT,5.0,False,4,1,True,2021,8
22,65.15,19,16.484,29.017,19.649,315.0,246.0,287.0,316.0,True,SOFT,8.0,True,2,1,True,2021,8
10,65.298,19,16.516,28.989,19.793,311.0,245.0,284.0,311.0,True,SOFT,8.0,True,4,1,True,2021,8
16,65.34,11,16.724,28.821,19.795,311.0,247.0,282.0,309.0,True,SOFT,2.0,True,3,1,True,2021,8
14,65.4,15,16.531,28.887,19.982,314.0,244.0,282.0,311.0,True,SOFT,2.0,True,3,1,True,2021,8
18,65.445,11,16.492,28.977,19.976,311.0,241.0,283.0,314.0,True,SOFT,2.0,True,3,1,True,2021,8
5,65.492,13,16.546,28.885,20.061,311.0,245.0,281.0,312.0,True,SOFT,2.0,True,3,1,True,2021,8
99,65.556,15,16.462,29.085,20.009,319.0,244.0,285.0,315.0,True,SOFT,2.0,True,3,1,True,2021,8
31,65.676,14,16.626,29.052,19.998,311.0,244.0,279.0,310.0,True,SOFT,2.0,True,3,1,True,2021,8
55,65.698,12,16.597,28.979,20.122,311.0,244.0,281.0,309.0,True,SOFT,2.0,True,3,1,True,2021,8
63,65.863,19,16.647,29.33,19.886,313.0,246.0,283.0,312.0,True,SOFT,8.0,True,3,1,True,2021,8
7,65.942,15,16.659,29.012,20.271,313.0,243.0,286.0,312.0,True,SOFT,2.0,True,3,1,True,2021,8
47,65.992,20,16.642,29.232,20.118,312.0,240.0,281.0,310.0,True,SOFT,6.0,True,3,1,True,2021,8
3,66.116,16,16.727,29.305,20.084,310.0,244.0,282.0,310.0,True,SOFT,5.0,True,3,1,True,2021,8
6,66.119,18,16.551,29.465,20.103,316.0,244.0,284.0,315.0,True,SOFT,8.0,True,3,1,True,2021,8
4,66.654,5,16.882,29.579,20.193,308.0,238.0,281.0,306.0,True,MEDIUM,5.0,True,1,1,True,2021,8
9,66.692,17,16.825,29.679,20.188,310.0,241.0,281.0,310.0,True,SOFT,4.0,True,3,1,True,2021,8
33,64.591,8,16.488,28.609,19.494,308.0,245.0,286.0,309.0,True,SOFT,2.0,True,2,1,True,2021,9
77,65.129,16,16.62,28.901,19.608,306.0,244.0,283.0,306.0,True,SOFT,3.0,True,4,1,True,2021,9
44,65.277,11,16.527,29.106,19.644,311.0,246.0,280.0,304.0,True,SOFT,5.0,False,4,1,True,2021,9
10,65.28,23,16.492,29.055,19.733,313.0,242.0,288.0,312.0,True,SOFT,6.0,True,4,1,True,2021,9
99,65.345,20,16.547,29.021,19.777,315.0,243.0,282.0,312.0,True,SOFT,2.0,True,3,1,True,2021,9
55,65.347,19,16.675,28.919,19.753,312.0,247.0,284.0,313.0,True,SOFT,2.0,True,6,1,True,2021,9
11,65.396,18,16.502,29.064,19.83,311.0,241.0,282.0,310.0,True,SOFT,8.0,False,5,1,True,2021,9
14,65.434,17,16.568,29.046,19.82,314.0,242.0,284.0,309.0,True,SOFT,2.0,True,4,1,True,2021,9
16,65.484,20,16.743,29.087,19.654,309.0,244.0,283.0,308.0,True,SOFT,8.0,False,5,1,True,2021,9
5,65.542,12,16.531,29.088,19.923000000000002,313.0,246.0,286.0,308.0,True,SOFT,2.0,True,3,1,True,2021,9
18,65.546,11,16.498,29.051,19.997,313.0,246.0,284.0,310.0,True,SOFT,2.0,True,3,1,True,2021,9
22,65.561,19,16.439,29.294,19.828,317.0,244.0,287.0,309.0,True,SOFT,5.0,True,3,1,True,2021,9
31,65.674,15,16.606,29.193,19.875,313.0,245.0,286.0,308.0,True,SOFT,2.0,True,3,1,True,2021,9
63,65.694,13,16.626,29.352,19.716,310.0,246.0,285.0,310.0,True,SOFT,2.0,True,6,1,True,2021,9
4,65.7,13,16.786,29.053,19.861,306.0,247.0,281.0,306.0,True,SOFT,5.0,True,2,1,True,2021,9
3,65.725,16,16.701999999999998,29.185,19.838,310.0,248.0,284.0,305.0,True,SOFT,2.0,True,4,1,True,2021,9
7,65.747,27,16.724,29.141,19.882,312.0,243.0,283.0,311.0,True,SOFT,6.0,False,5,1,True,2021,9
47,66.078,19,16.746,29.468,19.864,313.0,245.0,281.0,309.0,True,SOFT,2.0,True,3,1,True,2021,9
6,66.105,6,16.741,29.387,19.977,312.0,245.0,282.0,312.0,True,SOFT,2.0,True,5,1,True,2021,9
9,66.289,24,16.888,29.444,19.957,309.0,240.0,280.0,310.0,True,SOFT,7.0,True,3,1,True,2021,9
